,Year,Defender,Opponent,Points_Against,Opponent_FG%
3972,2014-15,Danny Granger,Giannis Antetokounmpo,11.0,0.5
3973,2014-15,Justin Hamilton,Giannis Antetokounmpo,11.0,0.5
3974,2014-15,Jabari Parker,Giannis Antetokounmpo,19.0,0.6
3975,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,19.0,0.6
3976,2014-15,Larry Sanders,Giannis Antetokounmpo,19.0,0.6
3977,2014-15,Jared Dudley,Giannis Antetokounmpo,19.0,0.6
3978,2014-15,Brandon Knight,Giannis Antetokounmpo,19.0,0.6
3979,2014-15,O.J. Mayo,Giannis Antetokounmpo,19.0,0.6
3980,2014-15,Zaza Pachulia,Giannis Antetokounmpo,19.0,0.6
3981,2014-15,Jerryd Bayless,Giannis Antetokounmpo,19.0,0.6
3982,2014-15,John Henson,Giannis Antetokounmpo,19.0,0.6
3983,2014-15,Nate Wolters,Giannis Antetokounmpo,19.0,0.6
3984,2014-15,Kendall Marshall,Giannis Antetokounmpo,19.0,0.6
3985,2014-15,Khris Middleton,Giannis Antetokounmpo,19.0,0.6
3986,2014-15,Tobias Harris,Giannis Antetokounmpo,19.0,0.6
3987,2014-15,Channing Frye,Giannis Antetokounmpo,19.0,0.6
3988,2014-15,Nikola Vucevic,Giannis Antetokounmpo,19.0,0.6
3989,2014-15,Evan Fournier,Giannis Antetokounmpo,19.0,0.6
3990,2014-15,Elfrid Payton,Giannis Antetokounmpo,19.0,0.6
3991,2014-15,Luke Ridnour,Giannis Antetokounmpo,19.0,0.6
3992,2014-15,Aaron Gordon,Giannis Antetokounmpo,19.0,0.6
3993,2014-15,Victor Oladipo,Giannis Antetokounmpo,19.0,0.6
3994,2014-15,Willie Green,Giannis Antetokounmpo,19.0,0.6
3995,2014-15,Andrew Nicholson,Giannis Antetokounmpo,19.0,0.6
3996,2014-15,Dewayne Dedmon,Giannis Antetokounmpo,19.0,0.6
3997,2014-15,Ben Gordon,Giannis Antetokounmpo,19.0,0.6
3998,2014-15,Maurice Harkless,Giannis Antetokounmpo,19.0,0.6
3999,2014-15,Lance Thomas,Giannis Antetokounmpo,14.0,0.462
4000,2014-15,Serge Ibaka,Giannis Antetokounmpo,14.0,0.462
4001,2014-15,Steven Adams,Giannis Antetokounmpo,14.0,0.462
4002,2014-15,Jeremy Lamb,Giannis Antetokounmpo,14.0,0.462
4003,2014-15,Reggie Jackson,Giannis Antetokounmpo,14.0,0.462
4004,2014-15,Kendrick Perkins,Giannis Antetokounmpo,14.0,0.462
4005,2014-15,Anthony Morrow,Giannis Antetokounmpo,14.0,0.462
4006,2014-15,Nick Collison,Giannis Antetokounmpo,14.0,0.462
4007,2014-15,Sebastian Telfair,Giannis Antetokounmpo,14.0,0.462
4008,2014-15,Ish Smith,Giannis Antetokounmpo,14.0,0.462
4009,2014-15,Perry Jones III,Giannis Antetokounmpo,14.0,0.462
4010,2014-15,Andre Roberson,Giannis Antetokounmpo,14.0,0.462
4011,2014-15,Russell Westbrook,Giannis Antetokounmpo,14.0,0.462
4012,2014-15,Jabari Parker,Giannis Antetokounmpo,14.0,0.462
4013,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,14.0,0.462
4014,2014-15,Larry Sanders,Giannis Antetokounmpo,14.0,0.462
4015,2014-15,Jared Dudley,Giannis Antetokounmpo,14.0,0.462
4016,2014-15,Brandon Knight,Giannis Antetokounmpo,14.0,0.462
4017,2014-15,Zaza Pachulia,Giannis Antetokounmpo,14.0,0.462
4018,2014-15,O.J. Mayo,Giannis Antetokounmpo,14.0,0.462
4019,2014-15,John Henson,Giannis Antetokounmpo,14.0,0.462
4020,2014-15,Nate Wolters,Giannis Antetokounmpo,14.0,0.462
4021,2014-15,Jerryd Bayless,Giannis Antetokounmpo,14.0,0.462
4022,2014-15,Kendall Marshall,Giannis Antetokounmpo,14.0,0.462
4023,2014-15,Khris Middleton,Giannis Antetokounmpo,14.0,0.462
4024,2014-15,Tony Allen,Giannis Antetokounmpo,18.0,0.545
4025,2014-15,Zach Randolph,Giannis Antetokounmpo,18.0,0.545
4026,2014-15,Marc Gasol,Giannis Antetokounmpo,18.0,0.545
4027,2014-15,Courtney Lee,Giannis Antetokounmpo,18.0,0.545
4028,2014-15,Mike Conley,Giannis Antetokounmpo,18.0,0.545
4029,2014-15,Tayshaun Prince,Giannis Antetokounmpo,18.0,0.545
4030,2014-15,Jon Leuer,Giannis Antetokounmpo,18.0,0.545
4031,2014-15,Beno Udrih,Giannis Antetokounmpo,18.0,0.545
4032,2014-15,Quincy Pondexter,Giannis Antetokounmpo,18.0,0.545
4033,2014-15,Kosta Koufos,Giannis Antetokounmpo,18.0,0.545
4034,2014-15,Vince Carter,Giannis Antetokounmpo,18.0,0.545
4035,2014-15,Kalin Lucas,Giannis Antetokounmpo,18.0,0.545
4036,2014-15,Jabari Parker,Giannis Antetokounmpo,18.0,0.545
4037,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,18.0,0.545
4038,2014-15,Larry Sanders,Giannis Antetokounmpo,18.0,0.545
4039,2014-15,Jared Dudley,Giannis Antetokounmpo,18.0,0.545
4040,2014-15,Brandon Knight,Giannis Antetokounmpo,18.0,0.545
4041,2014-15,Zaza Pachulia,Giannis Antetokounmpo,18.0,0.545
4042,2014-15,O.J. Mayo,Giannis Antetokounmpo,18.0,0.545
4043,2014-15,Jerryd Bayless,Giannis Antetokounmpo,18.0,0.545
4044,2014-15,John Henson,Giannis Antetokounmpo,18.0,0.545
4045,2014-15,Khris Middleton,Giannis Antetokounmpo,18.0,0.545
4046,2014-15,Kendall Marshall,Giannis Antetokounmpo,18.0,0.545
4047,2014-15,Nate Wolters,Giannis Antetokounmpo,18.0,0.545
4048,2014-15,Jabari Parker,Giannis Antetokounmpo,9.0,0.375
4049,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,9.0,0.375
4050,2014-15,Larry Sanders,Giannis Antetokounmpo,9.0,0.375
4051,2014-15,Kendall Marshall,Giannis Antetokounmpo,9.0,0.375
4052,2014-15,Brandon Knight,Giannis Antetokounmpo,9.0,0.375
4053,2014-15,O.J. Mayo,Giannis Antetokounmpo,9.0,0.375
4054,2014-15,John Henson,Giannis Antetokounmpo,9.0,0.375
4055,2014-15,Jared Dudley,Giannis Antetokounmpo,9.0,0.375
4056,2014-15,Jerryd Bayless,Giannis Antetokounmpo,9.0,0.375
4057,2014-15,Zaza Pachulia,Giannis Antetokounmpo,9.0,0.375
4058,2014-15,Khris Middleton,Giannis Antetokounmpo,9.0,0.375
4059,2014-15,Nate Wolters,Giannis Antetokounmpo,9.0,0.375
4060,2014-15,Josh Smith,Giannis Antetokounmpo,9.0,0.375
4061,2014-15,Greg Monroe,Giannis Antetokounmpo,9.0,0.375
4062,2014-15,Andre Drummond,Giannis Antetokounmpo,9.0,0.375
4063,2014-15,Kentavious Caldwell-Pope,Giannis Antetokounmpo,9.0,0.375
4064,2014-15,Brandon Jennings,Giannis Antetokounmpo,9.0,0.375
4065,2014-15,Caron Butler,Giannis Antetokounmpo,9.0,0.375
4066,2014-15,Joel Anthony,Giannis Antetokounmpo,9.0,0.375
4067,2014-15,Kyle Singler,Giannis Antetokounmpo,9.0,0.375
4068,2014-15,D.J. Augustin,Giannis Antetokounmpo,9.0,0.375
4069,2014-15,Jonas Jerebko,Giannis Antetokounmpo,9.0,0.375
4070,2014-15,Gigi Datome,Giannis Antetokounmpo,9.0,0.375
4071,2014-15,Spencer Dinwiddie,Giannis Antetokounmpo,9.0,0.375
4072,2014-15,Tony Mitchell,Giannis Antetokounmpo,9.0,0.375
4073,2014-15,Mike Dunleavy,Giannis Antetokounmpo,13.0,0.545
4074,2014-15,Taj Gibson,Giannis Antetokounmpo,13.0,0.545
4075,2014-15,Pau Gasol,Giannis Antetokounmpo,13.0,0.545
4076,2014-15,Jimmy Butler,Giannis Antetokounmpo,13.0,0.545
4077,2014-15,Derrick Rose,Giannis Antetokounmpo,13.0,0.545
4078,2014-15,Nikola Mirotic,Giannis Antetokounmpo,13.0,0.545
4079,2014-15,Kirk Hinrich,Giannis Antetokounmpo,13.0,0.545
4080,2014-15,Aaron Brooks,Giannis Antetokounmpo,13.0,0.545
4081,2014-15,Doug McDermott,Giannis Antetokounmpo,13.0,0.545
4082,2014-15,Tony Snell,Giannis Antetokounmpo,13.0,0.545
4083,2014-15,Cameron Bairstow,Giannis Antetokounmpo,13.0,0.545
4084,2014-15,Nazr Mohammed,Giannis Antetokounmpo,13.0,0.545
4085,2014-15,E'Twaun Moore,Giannis Antetokounmpo,13.0,0.545
4086,2014-15,Jabari Parker,Giannis Antetokounmpo,13.0,0.545
4087,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,13.0,0.545
4088,2014-15,Larry Sanders,Giannis Antetokounmpo,13.0,0.545
4089,2014-15,Jared Dudley,Giannis Antetokounmpo,13.0,0.545
4090,2014-15,Brandon Knight,Giannis Antetokounmpo,13.0,0.545
4091,2014-15,O.J. Mayo,Giannis Antetokounmpo,13.0,0.545
4092,2014-15,Zaza Pachulia,Giannis Antetokounmpo,13.0,0.545
4093,2014-15,Khris Middleton,Giannis Antetokounmpo,13.0,0.545
4094,2014-15,Jerryd Bayless,Giannis Antetokounmpo,13.0,0.545
4095,2014-15,John Henson,Giannis Antetokounmpo,13.0,0.545
4096,2014-15,Kendall Marshall,Giannis Antetokounmpo,13.0,0.545
4097,2014-15,Nate Wolters,Giannis Antetokounmpo,13.0,0.545
4098,2014-15,Jabari Parker,Giannis Antetokounmpo,11.0,0.571
4099,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,11.0,0.571
4100,2014-15,Larry Sanders,Giannis Antetokounmpo,11.0,0.571
4101,2014-15,Jared Dudley,Giannis Antetokounmpo,11.0,0.571
4102,2014-15,Brandon Knight,Giannis Antetokounmpo,11.0,0.571
4103,2014-15,O.J. Mayo,Giannis Antetokounmpo,11.0,0.571
4104,2014-15,Khris Middleton,Giannis Antetokounmpo,11.0,0.571
4105,2014-15,Zaza Pachulia,Giannis Antetokounmpo,11.0,0.571
4106,2014-15,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.571
4107,2014-15,John Henson,Giannis Antetokounmpo,11.0,0.571
4108,2014-15,Kendall Marshall,Giannis Antetokounmpo,11.0,0.571
4109,2014-15,Nate Wolters,Giannis Antetokounmpo,11.0,0.571
4110,2014-15,Solomon Hill,Giannis Antetokounmpo,11.0,0.571
4111,2014-15,Luis Scola,Giannis Antetokounmpo,11.0,0.571
4112,2014-15,Roy Hibbert,Giannis Antetokounmpo,11.0,0.571
4113,2014-15,CJ Miles,Giannis Antetokounmpo,11.0,0.571
4114,2014-15,Donald Sloan,Giannis Antetokounmpo,11.0,0.571
4115,2014-15,Lavoy Allen,Giannis Antetokounmpo,11.0,0.571
4116,2014-15,Chris Copeland,Giannis Antetokounmpo,11.0,0.571
4117,2014-15,Rodney Stuckey,Giannis Antetokounmpo,11.0,0.571
4118,2014-15,Ian Mahinmi,Giannis Antetokounmpo,11.0,0.571
4119,2014-15,Damjan Rudez,Giannis Antetokounmpo,11.0,0.571
4120,2014-15,C.J. Watson,Giannis Antetokounmpo,11.0,0.571
4121,2014-15,David West,Giannis Antetokounmpo,11.0,0.571
4122,2014-15,Shayne Whittington,Giannis Antetokounmpo,11.0,0.571
4123,2014-15,Jabari Parker,Giannis Antetokounmpo,4.0,0.667
4124,2014-15,Khris Middleton,Giannis Antetokounmpo,4.0,0.667
4125,2014-15,Larry Sanders,Giannis Antetokounmpo,4.0,0.667
4126,2014-15,Jared Dudley,Giannis Antetokounmpo,4.0,0.667
4127,2014-15,Brandon Knight,Giannis Antetokounmpo,4.0,0.667
4128,2014-15,Zaza Pachulia,Giannis Antetokounmpo,4.0,0.667
4129,2014-15,O.J. Mayo,Giannis Antetokounmpo,4.0,0.667
4130,2014-15,John Henson,Giannis Antetokounmpo,4.0,0.667
4131,2014-15,Jerryd Bayless,Giannis Antetokounmpo,4.0,0.667
4132,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,4.0,0.667
4133,2014-15,Kendall Marshall,Giannis Antetokounmpo,4.0,0.667
4134,2014-15,Nate Wolters,Giannis Antetokounmpo,4.0,0.667
4135,2014-15,Paul Pierce,Giannis Antetokounmpo,4.0,0.667
4136,2014-15,Nene,Giannis Antetokounmpo,4.0,0.667
4137,2014-15,Marcin Gortat,Giannis Antetokounmpo,4.0,0.667
4138,2014-15,Garrett Temple,Giannis Antetokounmpo,4.0,0.667
4139,2014-15,John Wall,Giannis Antetokounmpo,4.0,0.667
4140,2014-15,Kris Humphries,Giannis Antetokounmpo,4.0,0.667
4141,2014-15,Otto Porter Jr.,Giannis Antetokounmpo,4.0,0.667
4142,2014-15,Glen Rice,Giannis Antetokounmpo,4.0,0.667
4143,2014-15,Drew Gooden,Giannis Antetokounmpo,4.0,0.667
4144,2014-15,Andre Miller,Giannis Antetokounmpo,4.0,0.667
4145,2014-15,DeJuan Blair,Giannis Antetokounmpo,4.0,0.667
4146,2014-15,Rasual Butler,Giannis Antetokounmpo,4.0,0.667
4147,2014-15,Kevin Seraphin,Giannis Antetokounmpo,4.0,0.667
4148,2014-15,Nerlens Noel,Giannis Antetokounmpo,8.0,0.5
4149,2014-15,Hollis Thompson,Giannis Antetokounmpo,8.0,0.5
4150,2014-15,Henry Sims,Giannis Antetokounmpo,8.0,0.5
4151,2014-15,Tony Wroten,Giannis Antetokounmpo,8.0,0.5
4152,2014-15,Chris Johnson,Giannis Antetokounmpo,8.0,0.5
4153,2014-15,Malcolm Thomas,Giannis Antetokounmpo,8.0,0.5
4154,2014-15,KJ McDaniels,Giannis Antetokounmpo,8.0,0.5
4155,2014-15,Brandon Davies,Giannis Antetokounmpo,8.0,0.5
4156,2014-15,Alexey Shved,Giannis Antetokounmpo,8.0,0.5
4157,2014-15,Luc Mbah a Moute,Giannis Antetokounmpo,8.0,0.5
4158,2014-15,JaKarr Sampson,Giannis Antetokounmpo,8.0,0.5
4159,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,8.0,0.5
4160,2014-15,Khris Middleton,Giannis Antetokounmpo,8.0,0.5
4161,2014-15,Jabari Parker,Giannis Antetokounmpo,8.0,0.5
4162,2014-15,Larry Sanders,Giannis Antetokounmpo,8.0,0.5
4163,2014-15,Jared Dudley,Giannis Antetokounmpo,8.0,0.5
4164,2014-15,Brandon Knight,Giannis Antetokounmpo,8.0,0.5
4165,2014-15,O.J. Mayo,Giannis Antetokounmpo,8.0,0.5
4166,2014-15,John Henson,Giannis Antetokounmpo,8.0,0.5
4167,2014-15,Kendall Marshall,Giannis Antetokounmpo,8.0,0.5
4168,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,8.0,0.5
4169,2014-15,Jerryd Bayless,Giannis Antetokounmpo,8.0,0.5
4170,2014-15,Nate Wolters,Giannis Antetokounmpo,8.0,0.5
4171,2014-15,Zaza Pachulia,Giannis Antetokounmpo,8.0,0.5
4172,2014-15,Khris Middleton,Giannis Antetokounmpo,10.0,0.5
4173,2014-15,Jabari Parker,Giannis Antetokounmpo,10.0,0.5
4174,2014-15,Larry Sanders,Giannis Antetokounmpo,10.0,0.5
4175,2014-15,Jared Dudley,Giannis Antetokounmpo,10.0,0.5
4176,2014-15,Brandon Knight,Giannis Antetokounmpo,10.0,0.5
4177,2014-15,Zaza Pachulia,Giannis Antetokounmpo,10.0,0.5
4178,2014-15,O.J. Mayo,Giannis Antetokounmpo,10.0,0.5
4179,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,10.0,0.5
4180,2014-15,John Henson,Giannis Antetokounmpo,10.0,0.5
4181,2014-15,Jerryd Bayless,Giannis Antetokounmpo,10.0,0.5
4182,2014-15,Kendall Marshall,Giannis Antetokounmpo,10.0,0.5
4183,2014-15,Nate Wolters,Giannis Antetokounmpo,10.0,0.5
4184,2014-15,Michael Kidd-Gilchrist,Giannis Antetokounmpo,10.0,0.5
4185,2014-15,Marvin Williams,Giannis Antetokounmpo,10.0,0.5
4186,2014-15,Al Jefferson,Giannis Antetokounmpo,10.0,0.5
4187,2014-15,Lance Stephenson,Giannis Antetokounmpo,10.0,0.5
4188,2014-15,Kemba Walker,Giannis Antetokounmpo,10.0,0.5
4189,2014-15,Cody Zeller,Giannis Antetokounmpo,10.0,0.5
4190,2014-15,Gerald Henderson,Giannis Antetokounmpo,10.0,0.5
4191,2014-15,Gary Neal,Giannis Antetokounmpo,10.0,0.5
4192,2014-15,Jason Maxiell,Giannis Antetokounmpo,10.0,0.5
4193,2014-15,Brian Roberts,Giannis Antetokounmpo,10.0,0.5
4194,2014-15,Bismack Biyombo,Giannis Antetokounmpo,10.0,0.5
4195,2014-15,PJ Hairston,Giannis Antetokounmpo,10.0,0.5
4196,2014-15,Jannero Pargo,Giannis Antetokounmpo,10.0,0.5
4197,2014-15,Chase Budinger,Giannis Antetokounmpo,1.0,0.0
4198,2014-15,Thaddeus Young,Giannis Antetokounmpo,1.0,0.0
4199,2014-15,Nikola Pekovic,Giannis Antetokounmpo,1.0,0.0
4200,2014-15,Shabazz Muhammad,Giannis Antetokounmpo,1.0,0.0
4201,2014-15,Ricky Rubio,Giannis Antetokounmpo,1.0,0.0
4202,2014-15,Gorgui Dieng,Giannis Antetokounmpo,1.0,0.0
4203,2014-15,Anthony Bennett,Giannis Antetokounmpo,1.0,0.0
4204,2014-15,Zach LaVine,Giannis Antetokounmpo,1.0,0.0
4205,2014-15,J.J. Barea,Giannis Antetokounmpo,1.0,0.0
4206,2014-15,Glenn Robinson III,Giannis Antetokounmpo,1.0,0.0
4207,2014-15,Robbie Hummel,Giannis Antetokounmpo,1.0,0.0
4208,2014-15,Brady Heslip,Giannis Antetokounmpo,1.0,0.0
4209,2014-15,Corey Brewer,Giannis Antetokounmpo,1.0,0.0
4210,2014-15,Kevin Martin,Giannis Antetokounmpo,1.0,0.0
4211,2014-15,Ronny Turiaf,Giannis Antetokounmpo,1.0,0.0
4212,2014-15,Andrew Wiggins,Giannis Antetokounmpo,1.0,0.0
4213,2014-15,Mo Williams,Giannis Antetokounmpo,1.0,0.0
4214,2014-15,Khris Middleton,Giannis Antetokounmpo,1.0,0.0
4215,2014-15,Jabari Parker,Giannis Antetokounmpo,1.0,0.0
4216,2014-15,John Henson,Giannis Antetokounmpo,1.0,0.0
4217,2014-15,Brandon Knight,Giannis Antetokounmpo,1.0,0.0
4218,2014-15,O.J. Mayo,Giannis Antetokounmpo,1.0,0.0
4219,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,1.0,0.0
4220,2014-15,Micheal Eric,Giannis Antetokounmpo,1.0,0.0
4221,2014-15,Jerryd Bayless,Giannis Antetokounmpo,1.0,0.0
4222,2014-15,Jared Dudley,Giannis Antetokounmpo,1.0,0.0
4223,2014-15,Nate Wolters,Giannis Antetokounmpo,1.0,0.0
4224,2014-15,Damien Inglis,Giannis Antetokounmpo,1.0,0.0
4225,2014-15,Kendall Marshall,Giannis Antetokounmpo,1.0,0.0
4226,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,1.0,0.0
4227,2014-15,Zaza Pachulia,Giannis Antetokounmpo,1.0,0.0
4228,2014-15,Larry Sanders,Giannis Antetokounmpo,1.0,0.0
4229,2014-15,Khris Middleton,Giannis Antetokounmpo,14.0,0.5
4230,2014-15,Jabari Parker,Giannis Antetokounmpo,14.0,0.5
4231,2014-15,John Henson,Giannis Antetokounmpo,14.0,0.5
4232,2014-15,Kendall Marshall,Giannis Antetokounmpo,14.0,0.5
4233,2014-15,Jared Dudley,Giannis Antetokounmpo,14.0,0.5
4234,2014-15,Jerryd Bayless,Giannis Antetokounmpo,14.0,0.5
4235,2014-15,O.J. Mayo,Giannis Antetokounmpo,14.0,0.5
4236,2014-15,Micheal Eric,Giannis Antetokounmpo,14.0,0.5
4237,2014-15,Nate Wolters,Giannis Antetokounmpo,14.0,0.5
4238,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,14.0,0.5
4239,2014-15,Damien Inglis,Giannis Antetokounmpo,14.0,0.5
4240,2014-15,Brandon Knight,Giannis Antetokounmpo,14.0,0.5
4241,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,14.0,0.5
4242,2014-15,Zaza Pachulia,Giannis Antetokounmpo,14.0,0.5
4243,2014-15,Larry Sanders,Giannis Antetokounmpo,14.0,0.5
4244,2014-15,Quincy Acy,Giannis Antetokounmpo,14.0,0.5
4245,2014-15,Carmelo Anthony,Giannis Antetokounmpo,14.0,0.5
4246,2014-15,Amar'e Stoudemire,Giannis Antetokounmpo,14.0,0.5
4247,2014-15,Jose Calderon,Giannis Antetokounmpo,14.0,0.5
4248,2014-15,Iman Shumpert,Giannis Antetokounmpo,14.0,0.5
4249,2014-15,Shane Larkin,Giannis Antetokounmpo,14.0,0.5
4250,2014-15,Cleanthony Early,Giannis Antetokounmpo,14.0,0.5
4251,2014-15,JR Smith,Giannis Antetokounmpo,14.0,0.5
4252,2014-15,Samuel Dalembert,Giannis Antetokounmpo,14.0,0.5
4253,2014-15,Tim Hardaway Jr.,Giannis Antetokounmpo,14.0,0.5
4254,2014-15,Travis Wear,Giannis Antetokounmpo,14.0,0.5
4255,2014-15,Pablo Prigioni,Giannis Antetokounmpo,14.0,0.5
4256,2014-15,Jason Smith,Giannis Antetokounmpo,14.0,0.5
4257,2014-15,Langston Galloway,Giannis Antetokounmpo,14.0,0.5
4258,2014-15,Cole Aldrich,Giannis Antetokounmpo,14.0,0.5
4259,2014-15,DJ Mbenga,Giannis Antetokounmpo,14.0,0.5
4260,2014-15,Orlando Sanchez,Giannis Antetokounmpo,14.0,0.5
4261,2014-15,Khris Middleton,Giannis Antetokounmpo,19.0,0.462
4262,2014-15,Jabari Parker,Giannis Antetokounmpo,19.0,0.462
4263,2014-15,Zaza Pachulia,Giannis Antetokounmpo,19.0,0.462
4264,2014-15,Jared Dudley,Giannis Antetokounmpo,19.0,0.462
4265,2014-15,Kendall Marshall,Giannis Antetokounmpo,19.0,0.462
4266,2014-15,Jerryd Bayless,Giannis Antetokounmpo,19.0,0.462
4267,2014-15,John Henson,Giannis Antetokounmpo,19.0,0.462
4268,2014-15,O.J. Mayo,Giannis Antetokounmpo,19.0,0.462
4269,2014-15,Micheal Eric,Giannis Antetokounmpo,19.0,0.462
4270,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,19.0,0.462
4271,2014-15,Damien Inglis,Giannis Antetokounmpo,19.0,0.462
4272,2014-15,Brandon Knight,Giannis Antetokounmpo,19.0,0.462
4273,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,19.0,0.462
4274,2014-15,Larry Sanders,Giannis Antetokounmpo,19.0,0.462
4275,2014-15,Nate Wolters,Giannis Antetokounmpo,19.0,0.462
4276,2014-15,Andrew Wiggins,Giannis Antetokounmpo,19.0,0.462
4277,2014-15,Thaddeus Young,Giannis Antetokounmpo,19.0,0.462
4278,2014-15,Nikola Pekovic,Giannis Antetokounmpo,19.0,0.462
4279,2014-15,Corey Brewer,Giannis Antetokounmpo,19.0,0.462
4280,2014-15,Zach LaVine,Giannis Antetokounmpo,19.0,0.462
4281,2014-15,Anthony Bennett,Giannis Antetokounmpo,19.0,0.462
4282,2014-15,Mo Williams,Giannis Antetokounmpo,19.0,0.462
4283,2014-15,Chase Budinger,Giannis Antetokounmpo,19.0,0.462
4284,2014-15,J.J. Barea,Giannis Antetokounmpo,19.0,0.462
4285,2014-15,Gorgui Dieng,Giannis Antetokounmpo,19.0,0.462
4286,2014-15,Glenn Robinson III,Giannis Antetokounmpo,19.0,0.462
4287,2014-15,Kyrylo Fesenko,Giannis Antetokounmpo,19.0,0.462
4288,2014-15,Brady Heslip,Giannis Antetokounmpo,19.0,0.462
4289,2014-15,Robbie Hummel,Giannis Antetokounmpo,19.0,0.462
4290,2014-15,Kevin Martin,Giannis Antetokounmpo,19.0,0.462
4291,2014-15,Shabazz Muhammad,Giannis Antetokounmpo,19.0,0.462
4292,2014-15,Ricky Rubio,Giannis Antetokounmpo,19.0,0.462
4293,2014-15,Ronny Turiaf,Giannis Antetokounmpo,19.0,0.462
4294,2014-15,Jabari Parker,Giannis Antetokounmpo,4.0,0.0
4295,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,4.0,0.0
4296,2014-15,Zaza Pachulia,Giannis Antetokounmpo,4.0,0.0
4297,2014-15,Khris Middleton,Giannis Antetokounmpo,4.0,0.0
4298,2014-15,Nate Wolters,Giannis Antetokounmpo,4.0,0.0
4299,2014-15,Jerryd Bayless,Giannis Antetokounmpo,4.0,0.0
4300,2014-15,John Henson,Giannis Antetokounmpo,4.0,0.0
4301,2014-15,Jared Dudley,Giannis Antetokounmpo,4.0,0.0
4302,2014-15,O.J. Mayo,Giannis Antetokounmpo,4.0,0.0
4303,2014-15,Micheal Eric,Giannis Antetokounmpo,4.0,0.0
4304,2014-15,Damien Inglis,Giannis Antetokounmpo,4.0,0.0
4305,2014-15,Brandon Knight,Giannis Antetokounmpo,4.0,0.0
4306,2014-15,Kendall Marshall,Giannis Antetokounmpo,4.0,0.0
4307,2014-15,Elijah Millsap,Giannis Antetokounmpo,4.0,0.0
4308,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,4.0,0.0
4309,2014-15,Larry Sanders,Giannis Antetokounmpo,4.0,0.0
4310,2014-15,Chris Wright,Giannis Antetokounmpo,4.0,0.0
4311,2014-15,Shawn Marion,Giannis Antetokounmpo,4.0,0.0
4312,2014-15,Kevin Love,Giannis Antetokounmpo,4.0,0.0
4313,2014-15,Anderson Varejao,Giannis Antetokounmpo,4.0,0.0
4314,2014-15,Dion Waiters,Giannis Antetokounmpo,4.0,0.0
4315,2014-15,Matthew Dellavedova,Giannis Antetokounmpo,4.0,0.0
4316,2014-15,Joe Harris,Giannis Antetokounmpo,4.0,0.0
4317,2014-15,Mike Miller,Giannis Antetokounmpo,4.0,0.0
4318,2014-15,Brendan Haywood,Giannis Antetokounmpo,4.0,0.0
4319,2014-15,AJ Price,Giannis Antetokounmpo,4.0,0.0
4320,2014-15,James Jones,Giannis Antetokounmpo,4.0,0.0
4321,2014-15,Alex Kirk,Giannis Antetokounmpo,4.0,0.0
4322,2014-15,Chris Crawford,Giannis Antetokounmpo,4.0,0.0
4323,2014-15,Shane Edwards,Giannis Antetokounmpo,4.0,0.0
4324,2014-15,Lou Amundson,Giannis Antetokounmpo,4.0,0.0
4325,2014-15,Stephen Holt,Giannis Antetokounmpo,4.0,0.0
4326,2014-15,Kyrie Irving,Giannis Antetokounmpo,4.0,0.0
4327,2014-15,LeBron James,Giannis Antetokounmpo,4.0,0.0
4328,2014-15,Tristan Thompson,Giannis Antetokounmpo,4.0,0.0
4329,2014-15,Doug McDermott,Giannis Antetokounmpo,11.0,0.625
4330,2014-15,Pau Gasol,Giannis Antetokounmpo,11.0,0.625
4331,2014-15,Joakim Noah,Giannis Antetokounmpo,11.0,0.625
4332,2014-15,Jimmy Butler,Giannis Antetokounmpo,11.0,0.625
4333,2014-15,Derrick Rose,Giannis Antetokounmpo,11.0,0.625
4334,2014-15,Kirk Hinrich,Giannis Antetokounmpo,11.0,0.625
4335,2014-15,Taj Gibson,Giannis Antetokounmpo,11.0,0.625
4336,2014-15,Nikola Mirotic,Giannis Antetokounmpo,11.0,0.625
4337,2014-15,Tony Snell,Giannis Antetokounmpo,11.0,0.625
4338,2014-15,Aaron Brooks,Giannis Antetokounmpo,11.0,0.625
4339,2014-15,Cameron Bairstow,Giannis Antetokounmpo,11.0,0.625
4340,2014-15,Mike Dunleavy,Giannis Antetokounmpo,11.0,0.625
4341,2014-15,Kim English,Giannis Antetokounmpo,11.0,0.625
4342,2014-15,Ben Hansbrough,Giannis Antetokounmpo,11.0,0.625
